client_id,age,monthly_income,loan_amount,loan_term_months,gender,marital_status,education,has_house,has_car,default
1011,40,500,1000,24,Male,Married,High School,0,0,0
1277,30,700,4000,24,Female,Divorced,Bachelor,0,0,0
1177,40,300,1000,36,Male,Divorced,Master,1,0,0
1220,35,300,4000,6,Male,Single,PhD,0,1,0
1302,40,1000,3000,6,Male,Divorced,Bachelor,1,0,0
1435,40,300,1000,6,Male,Divorced,Bachelor,0,0,0
1295,25,500,2000,12,,Single,Master,1,0,1
1282,35,1000,3000,6,Female,Married,Master,1,0,1
1496,40,700,2000,12,Female,Married,High School,0,0,0
1412,25,700,3000,12,Male,Married,High School,0,0,0
1316,25,700,2000,24,Female,Divorced,,0,0,0
1332,30,300,2000,24,Male,Divorced,,1,0,0
1046,,300,2000,12,Female,Married,Bachelor,0,1,0
1411,40,700,4000,36,Male,Single,Bachelor,1,0,0
1416,25,1000,2000,12,Male,Single,High School,1,1,0
1017,40,700,2000,12,Male,Divorced,,0,0,0
1335,30,300,4000,12,Male,Divorced,Bachelor,0,1,0
1233,,700,4000,12,Female,Divorced,Master,1,1,1
1400,30,500,4000,6,Female,Married,Master,1,0,0
1125,45,500,1000,24,Female,Single,High School,0,0,0
1190,35,1000,2000,6,Female,Married,Master,0,0,1
1171,40,1000,1000,12,Male,Divorced,High School,1,0,0
1024,,1000,2000,6,Female,Single,Bachelor,1,1,1
1293,30,300,2000,6,Other,Married,Bachelor,1,0,0
1104,40,700,2000,12,Male,Divorced,Bachelor,0,1,0
1170,30,700,3000,12,Female,Married,High School,1,1,0
1092,30,1000,4000,6,Male,Single,Master,0,1,0
1259,35,300,3000,12,Male,Single,Bachelor,1,1,0
1259,45,300,3000,6,Female,Divorced,Bachelor,0,0,0
1293,25,300,2000,24,Other,Single,High School,0,0,0
1261,35,500,3000,6,Male,Divorced,Bachelor,0,1,0
1251,40,300,3000,12,Female,Married,High School,1,1,0
1476,25,1000,4000,6,Female,Single,High School,1,0,0
1046,25,700,2000,36,Female,Single,Bachelor,0,1,0
1406,,700,3000,24,Other,Single,Master,1,0,0
1442,40,300,4000,36,Female,Single,Bachelor,0,0,0
1159,45,700,4000,36,,Married,PhD,0,0,0
1152,30,300,3000,24,Male,Single,High School,1,0,0
1289,30,300,3000,12,Female,Married,Master,0,1,0
1475,,,3000,6,Other,Single,Bachelor,1,0,1
1255,35,1000,2000,36,Female,Married,High School,0,0,0
1284,25,1000,1000,6,Male,Married,,0,1,0
1413,30,500,2000,12,,Divorced,Bachelor,1,1,1
1386,,300,4000,12,Male,Married,High School,0,0,1
1335,40,,4000,24,Male,Married,Bachelor,0,0,0
1397,30,300,3000,12,Male,Married,High School,0,0,0
1304,35,700,2000,12,Male,Divorced,Bachelor,0,0,0
1117,35,500,2000,24,Female,Married,High School,0,0,0
1140,,500,2000,36,Male,Divorced,Master,0,0,0
1058,45,300,4000,6,Female,Divorced,Master,1,1,0
1176,25,300,3000,12,Female,Single,High School,1,1,0
1381,40,300,2000,24,Female,Single,Master,1,1,0
1061,25,300,1000,36,,Single,Bachelor,0,1,0
1128,30,300,2000,6,Female,Married,Bachelor,1,1,0
1181,40,500,1000,36,Female,Married,High School,0,1,0
1232,40,,1000,6,Female,Divorced,High School,0,0,0
1374,25,500,3000,6,Female,Divorced,Bachelor,0,0,0
1255,40,500,1000,36,Male,Divorced,Bachelor,0,1,0
1132,40,300,3000,12,Female,Single,Master,0,1,0
1451,35,300,3000,24,Male,Single,,0,1,1
1221,35,300,3000,36,Male,Divorced,Master,0,0,0
1227,30,300,3000,24,Male,Divorced,Master,1,1,0
1419,25,,2000,24,Female,Divorced,Bachelor,1,1,0
1212,30,300,1000,24,Other,Divorced,High School,1,1,0
1163,40,1000,1000,36,Male,Divorced,Bachelor,0,0,0
1114,30,1000,4000,36,Female,Single,Bachelor,0,1,0
1449,45,1000,1000,24,Male,Single,Master,1,1,0
1154,45,300,3000,36,Female,Divorced,Master,0,0,0
1487,40,500,4000,24,Male,Single,Bachelor,0,1,0
1356,25,500,4000,24,Male,Divorced,PhD,1,1,1
1018,45,1000,2000,36,Male,Single,Master,1,0,0
1209,45,300,3000,12,Male,Single,Bachelor,1,0,0
1161,40,700,2000,6,Female,Divorced,High School,0,1,0
1411,25,1000,2000,24,Female,Married,,0,1,0
1389,40,300,4000,6,Female,Divorced,Master,0,0,0
1431,35,300,2000,24,Female,Married,,1,1,0
1247,35,1000,3000,24,Male,Single,High School,0,0,1
1091,30,1000,2000,36,Male,Married,High School,0,0,1
1260,40,500,3000,36,Female,Single,Bachelor,1,1,0
1332,,300,3000,36,Female,Married,High School,1,1,1
1368,40,700,2000,6,Female,Single,Bachelor,1,1,0
1015,40,500,4000,36,Female,Single,Bachelor,1,1,0
1164,30,500,3000,24,Female,Single,Bachelor,1,1,0
1182,35,500,1000,6,Male,Married,PhD,1,0,0
1328,35,1000,1000,6,Male,Divorced,Master,0,1,0
1133,35,300,1000,12,Female,Single,High School,1,1,0
1067,30,700,4000,24,Male,Single,High School,0,1,0
1127,40,500,2000,12,Female,Divorced,Bachelor,1,0,0
1062,35,500,3000,36,Male,Divorced,Bachelor,0,1,0
1434,45,300,3000,6,Female,Married,Bachelor,0,0,0
1273,30,1000,4000,6,Male,Divorced,Master,0,0,0
1334,35,500,2000,24,Female,Divorced,Bachelor,0,1,0
1231,,700,2000,6,Female,Single,PhD,1,0,0
1034,25,300,3000,36,Male,Divorced,Master,1,1,0
1253,35,700,1000,36,Male,Single,Bachelor,0,1,0
1151,35,500,4000,36,Female,Divorced,Master,0,0,0
1080,,500,2000,12,Male,Divorced,High School,1,1,0
1369,35,300,1000,12,Female,Divorced,Bachelor,1,0,0
1268,35,500,3000,12,Female,Married,Bachelor,1,1,0
1470,40,500,1000,36,Female,Married,High School,0,0,0
1149,30,500,3000,24,Female,Single,High School,1,0,0
1288,45,300,1000,6,Male,Single,High School,0,0,0
1400,35,700,3000,36,Female,Divorced,PhD,0,1,0
1418,40,300,1000,36,Other,Divorced,High School,0,0,1
1052,30,500,4000,6,Male,Divorced,High School,1,1,0
1039,30,500,1000,6,Male,Divorced,High School,0,1,0
1497,,700,4000,24,Female,Married,,0,1,0
1263,45,,4000,24,Female,Married,Bachelor,0,0,0
1475,45,700,3000,36,Male,Single,Master,0,0,1
1312,40,1000,1000,24,Male,Married,Master,1,0,0
1023,25,700,1000,6,Female,Divorced,Master,0,1,0
1265,,500,1000,24,Male,Married,Master,0,1,0
1470,,1000,1000,24,Male,Single,High School,0,0,0
1321,40,700,2000,24,Female,Single,High School,0,0,1
1157,25,300,4000,36,Male,Single,Master,0,1,0
1329,40,1000,3000,36,,Divorced,High School,1,0,1
1414,45,500,1000,36,Female,Divorced,PhD,0,1,0
1203,35,1000,4000,6,Female,Married,Bachelor,0,1,0
1402,40,700,1000,6,Female,Divorced,High School,0,0,0
1234,30,700,3000,6,Female,Divorced,High School,0,0,0
1429,30,300,3000,6,Female,Married,High School,1,0,0
1142,25,1000,4000,24,Female,Single,High School,0,1,0
1488,35,300,4000,6,Female,Divorced,Master,0,0,0
1034,25,500,4000,6,Female,Married,Bachelor,1,1,0
1407,35,500,3000,24,Female,Single,Bachelor,0,1,1
1065,35,500,2000,36,Female,Married,High School,1,0,0
1414,35,700,2000,36,Male,Divorced,High School,1,1,1
1463,30,700,3000,36,Other,Married,Bachelor,0,0,1
1247,35,500,3000,36,Female,Married,Bachelor,0,1,0
1336,,1000,2000,6,Female,Single,Bachelor,1,0,0
1229,35,500,4000,12,Male,Single,Bachelor,1,1,0
1168,25,500,1000,6,Female,Married,,1,1,0
1257,45,300,4000,36,Female,Divorced,,1,1,0
1182,,700,4000,12,Male,Single,Master,1,1,0
1438,35,300,3000,24,Male,Divorced,,0,1,0
1476,25,300,1000,36,Female,Married,Master,1,0,0
1217,35,300,4000,24,Male,Divorced,Master,0,0,1
1215,35,500,2000,24,Male,Married,Bachelor,0,0,0
1218,25,1000,3000,24,Male,Married,High School,0,0,0
1213,45,700,1000,24,Male,Divorced,PhD,1,1,0
1127,35,300,4000,12,Female,Married,Bachelor,0,1,0
1047,,500,3000,36,Male,Divorced,Bachelor,0,0,0
1103,45,,4000,36,Male,Married,Bachelor,0,1,0
1294,30,700,4000,24,Female,Married,Bachelor,0,1,0
1201,40,1000,4000,12,Male,Married,Master,1,0,0
1078,30,700,3000,24,Female,Single,High School,1,1,0
1262,,,3000,36,Other,Married,PhD,1,0,0
1419,35,1000,1000,12,Male,Divorced,Master,1,1,0
1246,25,1000,4000,24,Female,Married,PhD,1,0,0
1397,35,,4000,24,Other,Married,Bachelor,1,1,0
1101,30,700,3000,24,Male,Single,High School,1,1,0
1480,45,300,1000,24,Male,Married,High School,0,0,0
1003,35,700,1000,24,Female,Single,High School,0,0,0
1263,40,300,3000,12,Male,Married,High School,1,0,0
1459,35,300,1000,6,Male,Divorced,Bachelor,0,1,0
1203,35,1000,3000,24,Male,Divorced,Master,0,0,1
1431,25,300,3000,12,Female,Divorced,Bachelor,0,1,0
1225,45,,2000,12,Male,Married,Master,1,1,0
1123,25,1000,4000,6,Female,Single,,0,0,0
1135,,500,3000,24,Male,Divorced,High School,1,1,0
1418,35,,4000,6,Female,Married,Master,1,1,0
1038,40,1000,2000,12,Male,Divorced,Bachelor,0,0,1
1440,,300,1000,24,Female,Married,High School,1,1,0
1162,30,500,4000,24,Male,Divorced,Bachelor,0,1,0
1032,,500,1000,12,Female,Divorced,Bachelor,0,1,1
1050,30,700,4000,12,Female,Divorced,PhD,0,0,0
1264,40,1000,1000,12,Female,Divorced,High School,0,0,1
1077,40,700,1000,36,Female,Divorced,Bachelor,0,1,0
1072,40,1000,4000,24,Male,Divorced,Bachelor,1,1,0
1399,40,1000,2000,24,Female,Single,,1,1,0
1475,25,300,2000,24,Male,Married,Bachelor,0,0,0
1349,25,500,2000,6,Female,Single,Master,0,0,1
1142,35,500,1000,12,,Single,High School,1,0,0
1107,25,300,2000,36,Male,Married,Bachelor,1,1,1
1168,40,500,2000,6,Female,Married,Bachelor,1,1,0
1416,35,300,1000,24,Male,Divorced,High School,1,1,1
1492,35,700,3000,36,Other,Divorced,Bachelor,1,0,0
1146,25,300,1000,6,Female,Single,Master,0,1,1
1289,45,300,3000,12,Male,Divorced,,0,0,1
1234,45,700,1000,12,Other,Single,Bachelor,0,0,1
1207,40,500,4000,36,Male,Divorced,Bachelor,0,0,1
1490,25,300,2000,24,Female,Married,,0,1,1
1038,35,300,4000,6,Male,Single,Master,1,0,0
1134,30,500,4000,6,Male,Married,Bachelor,1,1,0
1024,30,300,4000,12,,Single,Master,1,0,1
1437,25,300,4000,6,Female,Divorced,Bachelor,1,1,0
1132,30,500,2000,36,Male,Divorced,Bachelor,0,1,0
1391,25,1000,4000,6,Female,Single,Master,1,0,0
1294,30,300,2000,24,Male,Single,Master,0,0,0
1298,25,500,3000,12,Male,Divorced,Master,1,0,0
1373,40,500,1000,24,Female,Divorced,PhD,1,0,1
1058,25,300,3000,12,Female,Single,PhD,0,1,0
1460,30,,2000,12,Female,Divorced,Bachelor,1,1,0
1221,40,300,1000,6,Female,Divorced,Bachelor,1,1,0
1337,35,700,4000,36,Other,Married,,1,0,0
1099,25,500,4000,6,Female,Married,High School,0,0,1
1432,40,1000,3000,6,Male,Divorced,High School,1,0,0
1018,30,1000,1000,12,Male,Married,Master,1,1,0
1012,45,1000,4000,24,Female,Divorced,Master,1,0,0
1095,35,700,1000,12,,Single,Bachelor,0,0,1
1024,25,300,4000,24,Female,Married,Master,0,0,0
1354,25,500,2000,24,Female,Divorced,,0,1,1
1175,30,500,1000,24,Male,Single,High School,1,1,0
1312,40,300,2000,12,Other,Married,Bachelor,1,0,0
1333,25,,2000,12,Other,Married,Bachelor,0,0,0
1213,35,700,3000,24,Male,Divorced,High School,1,1,0
1279,40,500,4000,24,Male,Single,High School,1,0,0
1040,25,500,1000,6,Female,Divorced,Bachelor,1,1,0
1452,45,500,3000,24,Male,Married,High School,0,1,0
1116,,,1000,6,Female,Divorced,High School,1,1,0
1182,30,300,2000,6,Female,Single,,1,0,0
1170,,500,4000,12,Female,Single,,0,0,0
1020,35,700,4000,24,Other,Single,High School,0,1,1
1326,25,1000,3000,36,Female,Married,Bachelor,0,1,0
1433,25,1000,2000,36,Female,Divorced,High School,0,0,0
1394,30,700,3000,24,Female,Married,Master,0,0,0
1352,30,300,2000,24,Male,Single,,0,1,0
1159,30,700,2000,12,Male,Divorced,Bachelor,1,1,0
1368,35,500,3000,12,Male,Single,Bachelor,0,1,0
1018,,700,3000,24,Male,Single,Master,0,1,0
1325,,700,2000,6,Male,Married,High School,1,1,0
1041,45,700,2000,24,Female,Divorced,High School,0,1,0
1209,25,500,2000,24,Female,Divorced,Master,0,0,1
1390,30,700,4000,24,Female,Divorced,Bachelor,0,1,0
1470,25,300,1000,6,Other,Single,High School,1,0,0
1073,35,500,1000,6,Male,Divorced,Bachelor,1,1,0
1187,25,1000,2000,24,Female,Divorced,,0,0,0
1398,40,1000,3000,36,Female,Married,Bachelor,1,1,0
1069,25,700,4000,36,Male,Married,High School,0,0,0
1060,40,1000,1000,24,Female,Married,Master,1,0,1
1258,35,500,1000,36,Female,Married,Bachelor,0,0,0
1494,25,300,2000,24,Female,Single,High School,1,0,0
1116,40,700,3000,6,Female,Single,Bachelor,1,0,0
1233,35,1000,4000,6,Male,Single,PhD,0,0,1
1072,30,500,2000,12,Male,Single,High School,1,0,0
1110,25,,3000,24,Male,Married,Master,1,1,0
1353,40,500,2000,12,Female,Single,High School,1,1,0
1056,45,500,1000,12,Male,Married,Bachelor,1,1,0
1238,35,500,3000,12,Male,Single,Master,0,0,0
1413,35,1000,2000,36,,Married,Master,1,0,0
1326,40,500,4000,36,Male,Married,Master,0,0,0
1115,35,300,4000,24,Male,Single,,1,1,1
1061,25,700,4000,24,Female,Married,High School,1,0,0
1275,35,700,2000,12,Male,Divorced,High School,1,0,0
1007,45,500,3000,12,Female,Single,High School,0,1,0
1148,35,500,2000,24,Female,Single,PhD,1,1,0
1349,25,300,1000,24,Female,Divorced,High School,1,0,0
1277,30,,1000,36,Female,Married,Bachelor,1,0,0
1429,30,300,1000,12,Female,Single,Master,0,1,0
1013,30,300,2000,12,Female,Married,,1,0,0
1115,30,500,1000,36,Male,Married,High School,0,0,1
1196,45,,4000,36,Female,Married,PhD,0,0,1
1176,25,700,1000,36,Female,Married,Bachelor,0,0,0
1227,25,700,2000,36,Female,Married,Bachelor,1,0,0
1428,25,700,1000,12,Female,Divorced,High School,1,1,0
1474,,700,4000,24,Male,Married,High School,1,0,0
1119,40,700,3000,6,Female,Divorced,PhD,0,0,0
1244,35,500,4000,6,Female,Single,Bachelor,0,0,0
1353,25,1000,1000,24,Male,Divorced,Master,1,0,0
1024,45,1000,4000,36,Female,Divorced,High School,0,0,0
1421,,700,3000,12,Male,Married,Master,0,0,0
1491,35,1000,4000,6,Female,Married,PhD,0,0,0
1135,40,500,3000,36,Male,Divorced,Master,0,1,0
1080,40,1000,2000,6,Female,Married,Bachelor,0,0,0
1326,30,500,4000,12,Male,Divorced,Bachelor,0,0,0
1189,,1000,4000,6,Female,Married,High School,1,0,0
1464,30,300,2000,24,Male,Divorced,Bachelor,0,0,0
1409,40,1000,3000,24,Female,Married,High School,0,0,0
1115,30,1000,2000,12,,Single,Master,0,0,0
1396,40,500,3000,36,Female,Married,Master,1,1,0
1200,35,500,4000,6,Other,Married,High School,1,0,0
1217,40,700,3000,12,Male,Divorced,PhD,0,1,0
1019,25,300,1000,24,Female,Married,Bachelor,0,1,1
1214,25,300,2000,24,Male,Married,,1,1,0
1150,25,300,1000,24,Male,Single,High School,1,1,0
1204,30,500,2000,24,Male,Divorced,Bachelor,1,1,0
1379,40,700,4000,36,Male,Divorced,Bachelor,0,1,1
1157,25,300,1000,36,Male,Single,Master,1,0,0
1404,,300,1000,24,Female,Single,High School,1,1,1
1167,40,700,1000,24,Male,Single,Master,1,0,0
1387,25,700,3000,12,Other,Divorced,Bachelor,0,1,0
1074,40,,2000,36,Female,Married,,0,1,0
1499,35,1000,1000,12,Male,Divorced,High School,0,0,0
1467,35,500,4000,36,Male,Divorced,High School,0,1,0
1101,40,1000,4000,24,Male,Divorced,Master,0,1,0
1151,30,1000,4000,12,Female,Divorced,High School,1,0,0
1276,40,700,3000,36,Male,Single,High School,1,1,0
1450,45,300,2000,36,,Divorced,High School,1,0,0
1156,40,300,2000,12,Male,Divorced,High School,1,0,0
1153,,700,4000,12,Male,Married,,1,0,0
1186,45,300,2000,12,Male,Married,Bachelor,0,0,0
1091,25,700,2000,6,Female,Married,Master,0,1,1
1127,35,1000,1000,36,Male,Married,Bachelor,0,1,0
1152,45,1000,2000,12,Male,Married,Bachelor,1,0,0
1357,40,,1000,6,Female,Married,Master,0,1,0
1398,25,500,3000,36,Female,Single,PhD,1,1,0
1106,,500,2000,6,Male,Divorced,Bachelor,0,1,0
1083,,300,3000,36,Male,Divorced,Master,1,0,0
1259,30,300,2000,6,,Divorced,Bachelor,1,1,0
1406,25,700,2000,12,,Married,Bachelor,1,0,1
1024,45,300,2000,24,Other,Divorced,,1,0,0
1227,,700,4000,6,Male,Single,Master,1,0,0
1153,40,700,3000,6,Male,Single,Bachelor,1,0,0
1202,,300,1000,36,Female,Single,Master,1,0,0
1375,40,1000,4000,24,Female,Single,Master,1,1,0
1307,30,1000,4000,36,Female,Single,Bachelor,1,1,0
1319,30,700,3000,12,Male,Single,Master,1,0,1
1422,,500,2000,24,Female,Single,High School,0,1,0
1085,40,1000,4000,24,Female,Divorced,Master,0,1,0
1462,30,300,2000,12,Male,Single,Bachelor,1,1,0
1160,30,500,4000,12,Female,Single,Bachelor,0,0,0
1084,30,500,2000,6,Male,Single,Bachelor,0,0,0
1137,40,700,3000,6,Female,Single,High School,0,1,0
1404,30,1000,4000,24,,Divorced,High School,0,0,0
1105,35,300,2000,24,Female,Single,High School,1,0,0
1078,35,700,3000,12,,Divorced,Master,0,0,0
1191,35,300,2000,12,Female,Divorced,High School,0,0,0
1458,,500,2000,12,Male,Single,PhD,1,1,0
1499,40,300,1000,24,Male,Single,Bachelor,0,1,0
1274,45,500,1000,36,Male,Single,Master,1,1,0
1417,45,700,2000,12,Male,Divorced,PhD,1,1,0
1329,40,500,2000,6,Male,Single,High School,1,1,0
1230,35,700,2000,6,Female,Married,,0,0,0
1172,30,700,4000,12,Female,Married,Bachelor,1,0,0
1115,30,300,3000,36,Female,Married,Master,1,0,0
1492,30,500,4000,36,Male,Married,PhD,0,0,0
1161,35,700,3000,36,Other,Married,,1,1,0
1054,25,,2000,12,Male,Divorced,Master,0,0,0
1422,30,1000,3000,12,Male,Married,High School,1,0,0
1307,,700,4000,6,Female,Single,Master,1,0,0
1028,35,1000,1000,36,Female,Divorced,Bachelor,1,1,0
1172,40,300,3000,6,Male,Married,High School,0,1,0
1062,45,500,2000,6,Male,Single,Bachelor,0,0,0
1285,35,1000,2000,12,Male,Divorced,Bachelor,1,0,0
1443,40,500,1000,12,Male,Married,PhD,0,1,0
1002,30,700,4000,12,Male,Married,Bachelor,1,0,1
1240,35,1000,4000,24,Male,Married,High School,0,1,0
1108,45,700,3000,24,Male,Single,Bachelor,1,0,0
1205,25,300,4000,36,Male,Married,High School,0,1,0
1106,45,300,4000,36,Male,Married,Bachelor,1,1,1
1351,25,300,4000,6,Female,Single,High School,1,0,0
1155,30,500,3000,24,Male,Divorced,Bachelor,1,0,0
1398,35,,2000,6,Male,Married,High School,0,1,0
1455,25,1000,1000,6,Male,Divorced,High School,1,1,0
1268,35,500,3000,12,Female,Married,Bachelor,1,1,0
1162,40,700,3000,24,Male,Married,Master,0,0,1
1318,40,700,1000,6,Male,Married,Master,1,1,0
1345,30,300,1000,36,Male,Married,PhD,1,1,1
1081,40,300,4000,24,Male,Single,,0,0,0
1309,35,300,3000,12,Male,Married,,1,0,0
1437,35,300,1000,36,Female,Married,PhD,0,0,0
1213,,300,4000,6,Male,Married,Master,1,1,0
1019,30,700,1000,24,Female,Married,Master,0,1,1
1052,40,300,4000,36,Male,Married,Bachelor,0,0,0
1243,40,300,1000,24,Female,Married,Bachelor,1,0,1
1004,40,300,1000,36,Female,Married,High School,0,0,1
1148,25,500,1000,12,Male,Married,Bachelor,1,1,1
1469,,300,3000,12,Male,Married,High School,0,0,0
1113,45,,2000,6,Other,Married,High School,1,1,0
1156,30,300,4000,24,Male,Married,PhD,1,0,0
1083,40,500,4000,12,Male,Single,Bachelor,1,1,0
1274,40,1000,2000,6,Male,Divorced,Bachelor,1,0,0
1097,25,300,3000,12,Male,Single,Bachelor,0,1,0
1077,25,700,4000,36,Female,Single,Master,0,0,0
1154,30,500,4000,36,Male,Divorced,High School,0,1,0
1003,,300,3000,36,Female,Married,High School,0,1,0
1053,25,500,2000,36,Other,Divorced,Master,0,1,1
1430,45,700,1000,36,Female,Divorced,High School,0,0,0
1121,35,500,1000,6,Female,Divorced,High School,1,1,0
1383,25,300,4000,12,Female,Divorced,,1,0,0
1006,30,500,4000,36,Male,Divorced,,1,0,0
1239,25,500,1000,24,Female,Single,,1,1,0
1097,35,500,2000,12,Female,Single,Master,0,1,0
1269,25,500,3000,36,Male,Divorced,Bachelor,1,0,0
1087,30,300,1000,6,Female,Married,Master,0,0,0
1010,35,300,4000,36,Female,Divorced,Bachelor,1,1,0
1391,45,300,3000,6,Male,Married,Master,1,1,0
1147,,1000,3000,24,Other,Single,Bachelor,0,0,0
1122,35,700,4000,36,Male,Divorced,Bachelor,0,0,0
1106,25,1000,2000,24,Male,Married,PhD,1,0,0
1174,25,500,3000,36,Male,Divorced,PhD,0,1,0
1398,30,,4000,12,Male,Divorced,Bachelor,1,0,0
1392,35,1000,4000,6,Female,Divorced,Bachelor,1,0,0
1465,25,300,2000,12,Female,Married,High School,0,0,0
1044,,300,1000,24,Female,Married,High School,1,0,0
1408,25,700,4000,6,,Divorced,Master,1,1,0
1042,30,700,4000,36,Female,Single,Master,0,1,1
1424,40,1000,1000,6,Female,Divorced,Master,0,1,0
1404,25,1000,1000,12,Other,Single,Bachelor,0,1,0
1307,35,700,2000,36,Female,Married,Bachelor,0,0,0
1089,25,700,1000,6,Male,Single,Bachelor,1,1,0
1443,,1000,2000,6,Female,Married,Bachelor,1,1,0
1421,30,1000,2000,36,Female,Single,High School,0,1,0
1451,45,700,4000,6,Male,Divorced,Bachelor,1,1,0
1496,35,700,2000,6,Male,Married,High School,1,1,0
1109,25,300,2000,24,Female,Divorced,Master,1,0,0
1323,25,700,2000,24,Female,Divorced,Bachelor,0,1,1
1443,40,300,2000,12,Male,Married,High School,0,0,0
1266,25,1000,2000,12,Female,Married,Bachelor,0,1,0
1337,40,500,1000,6,Male,Married,,1,0,1
1317,40,1000,3000,12,Female,Married,High School,0,0,0
1277,30,700,3000,6,Male,Single,PhD,1,0,0
1450,30,700,1000,24,Male,Married,High School,1,0,0
1064,30,1000,1000,12,Female,Married,High School,0,0,0
1260,35,500,4000,24,Other,Single,Master,0,0,0
1232,45,700,2000,12,Male,Married,Bachelor,1,0,0
1309,,500,2000,24,Female,Married,Bachelor,0,0,0
1121,25,700,4000,24,Female,Married,PhD,0,1,0
1061,35,700,2000,24,Female,Single,Bachelor,0,1,0
1195,30,1000,2000,36,Male,Married,High School,1,0,0
1493,35,700,1000,12,Male,Divorced,High School,1,1,0
1475,30,,2000,12,Female,Married,Bachelor,0,1,0
1405,30,500,3000,12,Male,Single,Master,0,1,0
1049,,300,3000,36,Male,Married,PhD,1,0,0
1129,35,500,1000,6,,Married,Bachelor,1,0,0
1029,25,1000,1000,36,Male,Divorced,High School,0,1,1
1430,30,700,1000,24,Female,Single,Bachelor,0,0,0
1460,30,,4000,12,Female,Married,High School,1,0,0
1137,40,300,4000,6,,Divorced,Bachelor,1,1,0
1157,25,500,1000,36,Other,Married,Bachelor,1,1,0
1444,25,300,3000,24,Other,Divorced,High School,0,0,0
1420,35,700,1000,12,Male,Divorced,Bachelor,0,0,0
1416,30,300,4000,12,Female,Married,,0,1,0
1402,25,700,3000,24,Female,Married,PhD,0,0,0
1389,25,300,2000,6,Male,Married,Bachelor,1,1,0
1230,45,500,3000,24,Other,Married,Bachelor,0,0,0
1351,40,700,4000,12,Female,Divorced,High School,0,0,0
1066,25,300,2000,24,Female,Married,Bachelor,0,0,0
1302,45,1000,4000,6,Male,Single,Bachelor,1,1,0
1283,45,500,1000,24,Female,Divorced,Master,1,0,0
1445,30,700,4000,12,Other,Single,High School,0,0,0
1308,,500,2000,6,Female,Single,Bachelor,1,0,0
1089,35,,4000,24,Female,Divorced,Bachelor,0,0,1
1400,45,700,4000,36,Female,Divorced,Master,1,0,0
1046,35,700,3000,12,Female,Married,High School,1,1,0
1219,35,500,1000,12,Female,Single,High School,1,1,0
1180,,500,1000,12,Female,Divorced,,0,1,0
1379,25,300,4000,24,Female,Divorced,High School,0,0,0
1286,,300,3000,12,Female,Divorced,High School,0,0,0
1103,40,500,1000,6,Female,Single,Bachelor,0,1,0
1153,25,700,1000,24,Male,Divorced,Bachelor,1,1,0
1027,30,500,2000,12,Male,Single,Bachelor,0,0,0
1474,,700,2000,24,Male,Single,Bachelor,0,1,1
1365,45,500,3000,36,Male,Single,PhD,1,1,0
1177,,700,3000,12,Female,Single,Master,1,0,1
1215,30,300,1000,36,Female,Divorced,Bachelor,1,1,1
1368,30,700,4000,12,Female,Married,Master,0,1,0
1498,40,500,2000,24,Other,Married,Master,1,1,0
1108,25,1000,2000,6,Female,Married,High School,1,1,0
1090,30,700,2000,6,Male,Single,Master,1,0,0
1100,45,1000,3000,12,Female,Single,Master,1,1,0
1412,40,300,1000,12,Male,Divorced,High School,0,1,0
1172,35,700,3000,6,,Married,Master,0,1,0
1223,30,500,4000,24,Female,Single,Bachelor,0,1,0
1207,45,,2000,6,Female,Single,,0,1,0
1434,35,700,4000,24,Other,Married,Master,1,1,0
1424,25,300,3000,36,Male,Married,Bachelor,1,0,0
1434,40,1000,4000,36,Male,Married,Master,1,0,0
1304,25,700,2000,6,Female,Divorced,High School,1,0,0
1368,40,700,2000,6,Female,Single,Bachelor,1,1,0
1471,30,500,2000,12,Female,Divorced,High School,1,0,1
1427,35,300,2000,6,Female,Single,Master,1,0,0
1370,45,300,4000,12,Female,Married,Master,0,1,0
1375,25,700,2000,6,,Single,,1,1,0
1068,25,300,1000,6,,Married,High School,1,0,0
1475,40,300,4000,24,Female,Divorced,PhD,1,0,0
1470,35,1000,2000,24,Male,Single,Master,1,0,0
1082,25,700,4000,6,Female,Married,Master,1,1,0
1232,30,500,2000,36,Male,Married,Master,1,0,0
1127,25,1000,3000,24,Male,Married,High School,0,1,0
1357,30,300,3000,6,Other,Married,Master,1,1,0
1208,40,,2000,24,Female,Divorced,High School,1,0,0
1363,45,500,4000,6,Other,Single,Master,0,0,0
1131,30,300,4000,6,Female,Divorced,Bachelor,0,0,0
1036,30,300,1000,12,Male,Single,Bachelor,1,0,0
1193,35,700,1000,12,Female,Single,Master,0,1,0
1271,40,1000,3000,12,Female,Divorced,Bachelor,1,0,0
1286,25,700,4000,12,Male,Married,High School,1,0,0
1274,40,300,1000,24,Female,Single,PhD,0,1,1
1422,40,300,2000,6,Female,Single,Master,0,0,0
1006,30,500,4000,6,Male,Single,Bachelor,0,0,0
1385,45,300,2000,24,Female,Divorced,High School,1,1,0
1317,35,700,4000,12,Female,Divorced,High School,0,0,0
1413,30,1000,3000,12,Female,Single,Bachelor,1,1,1
1126,30,300,4000,24,Female,Divorced,PhD,0,1,0
1300,35,500,2000,36,Female,Married,Bachelor,0,1,0
1237,40,700,4000,12,,Single,High School,0,0,0
1146,25,300,1000,36,Male,Married,PhD,0,0,1
1138,45,500,3000,6,Female,Single,Master,0,0,0
